,date,title,url
0,2021.09.30.,인천 오피스텔서 말다툼하다 친구 살해 20대…징역 14년 선고,http://www.newsis.com/view/?id=NISX20210930_0001598816&cID=10802&pID=14000
1,2021.09.30.,처음만난 사람 살해하고 소금뿌린 노숙자 징역 25년,https://www.joongang.co.kr/article/25011275
2,2021.09.30.,동거녀 살해하고 지인까지 죽이려 한 60대에 사형 구형,http://www.fnnews.com/news/202109301634407601
3,2021.09.30.,호의 베풀었는데…살해하고 시신에 쌀 뿌린 30대 남성,https://www.nocutnews.co.kr/news/5632089
4,2021.09.30.,"""체형으로 놀림당해""‥홧김에 친구 살해 20대 징역 14년",https://imnews.imbc.com/news/2021/society/article/6304050_34873.html
5,2021.09.30.,"술 마시다 동거인 목졸라 살해한 50대, 살인죄에서 벗어난 사연은?",http://news.tf.co.kr/read/national/1890909.htm
6,2021.09.30.,지인 목 졸라 숨지게 한 50대 징역형,http://www.gnmaeil.com/news/articleView.html?idxno=480764
7,2021.09.30.,"'두번째남편' 오승아X한기웅 결혼..엄현경 징역 5년 ""난 억울해""",http://star.mt.co.kr/stview.php?no=2021093019140179860
8,2021.09.30.,"처음 만난 사람 살해한 30대, 징역 25년 선고",http://www.newsjeju.net/news/articleView.html?idxno=368631
9,2021.09.30.,"제주, 처음 만난 사람 술자리서 살해한 30대 징역 25년",http://www.headlinejeju.co.kr/news/articleView.html?idxno=463907
10,2021.09.30.,"'만삭 부인 살해'와 '모녀 살해', 두 사건의 결정적 차이",http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002777060&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news
11,2021.09.23.,도박자금 1150만원 갚지 않는 동료 살해한 50대 징역 20년,http://www.newsis.com/view/?id=NISX20210923_0001590637&cID=10814&pID=10800
12,2021.09.27.,'알코올 의존' 아내 폭행·살해 시도…2심 징역 3년,http://yna.kr/AKR20210926035100004?did=1195m
13,2021.09.23.,도박 빚 1100만원 안 갚자 회사동료 살해한 50대…징역 20년,https://www.seoul.co.kr/news/newsView.php?id=20210923500039&wlog_tag3=naver
14,2021.09.30.,"제주, 동거녀 살해 60대 법정 최고형 '사형' 구형",http://www.jibs.co.kr/news/articles/articlesDetail/17852?feed=na
15,2021.09.29.,"직원 5명 살해…美 신문사 총기난사범, 종신형 선고받아",https://nownews.seoul.co.kr/news/newsView.php?id=20210929601014&wlog_tag3=naver
16,2021.09.29.,"아프간 여성 판사들, 풀려난 남성 죄수로부터 살해 위협 받고 피신중",https://www.bbc.com/korean/news-58730104?xtor=AL-73-%5Bpartner%5D-%5Bnaver%5D-%5Bheadline%5D-%5Bkorean%5D-%5Bbizdev%5D-%5Bisapi%5D
17,2021.09.24.,"이별통보 받자 앙심 품고 동거녀 살해한 30대, 징역 25년",http://www.newsis.com/view/?id=NISX20210924_0001592400&cID=10807&pID=10800
18,2021.09.23.,"""조카 갈비뼈 16개 부러뜨려 살해""…외삼촌 '징역 25년' 불복 항소",http://www.busan.com/view/busan/view.php?code=2021092318063857522
19,2021.09.23.,"친할머니 살해하려 창문 닫은 10대 방조혐의로 기소, 형량은?(종합)",http://www.newsis.com/view/?id=NISX20210923_0001591472&cID=10810&pID=10800
20,2021.09.24.,"전자발찌 끊어 살해하고 마이크 걷어찬 그놈, ‘사이코패스’ 판정",https://www.donga.com/news/article/all/20210924/109380981/2
21,2021.09.21.,“남동생 결혼 못 한 건…” 홧김에 어머니 살해한 50대女 중형,https://www.seoul.co.kr/news/newsView.php?id=20210921500048&wlog_tag3=naver
22,2021.09.17.,“갈비뼈 16개 부러뜨려 조카 살해”…외삼촌 부부 징역 25년,https://news.kbs.co.kr/news/view.do?ncd=5282922&ref=A
