,date,title,url
0,2022.03.31.,"뇌출혈 아버지 '간병 살인' 20대, 징역 4년 확정",https://hankookilbo.com/News/Read/A2022033110080005063?did=NA
1,2022.03.29.,'아동학대살해'에 무기징역 선고 가능…수정 양형기준 확정,http://yna.kr/AKR20220329086200004?did=1195m
2,2022.03.31.,이재명 위로편지 받은 '父 간병살인' 20대…징역 4년 확정,http://www.newsis.com/view/?id=NISX20220331_0001815098&cID=10201&pID=10200
3,2022.03.30.,"아동학대살해, 최대 무기징역… 6월부터 강화된 양형기준 적용",https://www.seoul.co.kr/news/newsView.php?id=20220330008016&wlog_tag3=naver
4,2022.03.29.,“잔소리한다” 15년 동거인 살해후 시신 태운 60대 징역 35년,http://news.heraldcorp.com/view.php?ud=20220329000615
5,2022.03.31.,경제적 문제로 중병 父 방치해 숨지게 한 20대 징역 4년 확정,https://www.donga.com/news/article/all/20220331/112630592/1
6,2022.03.29.,코로나 생활고에...3살딸 수차례 찔러 살해한 아빠의 최후,https://www.joongang.co.kr/article/25059281
7,2022.03.30.,"전 연인 살해·시신 유기한 50대男…法 ""숨 멎는 날까지 참회""",https://www.hankyung.com/society/article/2022033030307
8,2022.03.29.,"양산 동거녀 살해범, 징역 35년 확정",https://www.khan.co.kr/national/court-law/article/202203291545001
9,2022.03.31.,"이재명에게 위로의 편지 받은 '간병살인' 20대 청년, 징역 4년 확정(셜록 박상규 기자)",https://www.ytn.co.kr/_ln/0103_202203311706426248
10,2022.03.31.,"뇌출혈 아버지 방치 ‘간병 살인’ 20대, 징역 4년 확정",https://www.hani.co.kr/arti/society/society_general/1036965.html
11,2022.03.31.,뉴질랜드 총리 살해 협박한 50대 남자에게 징역 1년형,http://yna.kr/AKR20220331112700009?did=1195m
12,2022.03.30.,7살 친아들 살해하려한 20대 엄마 항소심도 징역 2년,http://www.newsis.com/view/?id=NISX20220330_0001813481&cID=10813&pID=10800
13,2022.03.30.,"13세 모친살해범, 성추행범… 강력범죄 촉법소년 작년에만 8474명",https://www.chosun.com/national/court_law/2022/03/30/6P4TAI23B5HCLLXPBHNIJBOFIY/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
14,2022.03.31.,‘7살 아들 살해하려 한 20대’ 항소심도 징역 2년,https://news.kbs.co.kr/news/view.do?ncd=5428459&ref=A
15,2022.03.31.,"'세 모녀 살인' 김태현 내달 대법 선고…2심 ""가석방 없는 무기징역""",https://www.news1.kr/articles/?4634033
16,2022.03.31.,"뇌출혈 아버지 방치 '간병살인' 20대 남성, 징역 4년 확정",http://www.womennews.co.kr/news/articleView.html?idxno=221702
17,2022.03.29.,"생활고에 '3살 딸' 살해한 20대 아빠, 2심도 '징역 13년'",http://news.mt.co.kr/mtview.php?no=2022032915065624251
18,2022.03.29.,"""잔소리 한다"" 동거녀 살해 후 시신 불지른 60대, 35년형 확정",https://www.joongang.co.kr/article/25059150
19,2022.03.29.,아동학대살해 무기징역 이상 선고 가능…양형기준 확정,http://www.yonhapnewstv.co.kr/MYH20220329018400038/?did=1825m
20,2022.03.24.,"법원, 아내 외도 의심해 살해한 50대에 징역 18년 선고",https://www.hankyung.com/society/article/2022032493837
21,2022.03.31.,"코로나 생활고에 3살 딸 살해한 아빠, 징역 13년",https://kizmom.hankyung.com/news/view.html?aid=202203313798o
22,2022.03.30.,"오픈카 연인 살해 혐의 30대, '위험운전치사' 혐의도 받을까",https://www.news1.kr/articles/?4632083
23,2022.03.29.,14년 사실혼 여성 살해·유기한 60대 징역 35년 확정,http://news.tf.co.kr/read/life/1927550.htm
24,2022.03.30.,"이삿짐 옮기러 온 전처 딸 살해한 50대 항소심서 ""죄송합니다""",https://www.news1.kr/articles/?4632006
25,2022.03.28.,발 구르고 오열한 부모… ‘스토킹 살해’ 김병찬은 미동도 없었다,http://www.edaily.co.kr/news/newspath.asp?newsid=02814246632267912
26,2022.03.29.,세 살배기 딸 살해한 뒤 극단적 선택 20대 항소 기각… 징역13년 유지,http://www.kyeongin.com/main/view.php?key=20220329010006000
27,2022.03.29.,"동거녀 살해·시신 유기한 60대, 대법 징역 35년 확정",https://www.ajunews.com/view/20220329144204274
28,2022.03.30.,'아동학대살해'에 무기징역까지 선고…6월부터 강화된 양형기준 적용,https://lawtalknews.co.kr/article/Q34GOMHG46VV
29,2022.03.24.,외도 의심해 아내 흉기로 살해…50대 징역 18년,http://yna.kr/AKR20220324116100065?did=1195m
30,2022.03.25.,“이직 안 한다니까”… 동료 살해한 택시기사 ‘징역 15년’,https://biz.chosun.com/topics/law_firm/2022/03/25/X2VQEUQG6BEHHMB7HJJBXRNC4I/?utm_source=naver&utm_medium=original&utm_campaign=biz
31,2022.03.27.,"남편 동승한 차 몰아 저수지에 빠진 60대, 2심도 살인죄 징역형",http://yna.kr/AKR20220325135000061?did=1195m
32,2022.03.30.,"생활고로 3살 딸 살해한 20대 아빠, 2심도 징역 13년",http://www.hg-times.com/news/articleView.html?idxno=240077
33,2022.03.29.,"살인·시신훼손·방화에도 유기징역, ‘분노조절 장애·알코올 남용’ 덕에 감형",https://www.seoul.co.kr/news/newsView.php?id=20220329500088&wlog_tag3=naver
34,2022.03.25.,"""술값 빌려줘"" 옆집 여성 성폭행·베개로 살해 40대…징역 30년",http://news.mt.co.kr/mtview.php?no=2022032516121243522
35,2022.03.24.,‘술 그만 마셔라’ 핀잔에···아내 살해한 60대 징역 17년 선고,https://www.seoul.co.kr/news/newsView.php?id=20220324500148&wlog_tag3=naver
36,2022.03.24.,잘못 보낸 메시지에 외도 의심 아내 살해 남편‥징역 18년 선고,https://imnews.imbc.com/news/2022/society/article/6353065_35673.html
