,date,title,url,처벌,범죄_키워드,가해자_나이대,피해자,가해자
119,2022.02.10.,경제적 문제로 다투던 아내 살해한 60대 남편… 징역 24년,https://www.chosun.com/national/regional/2022/02/10/4DYVO6NTK5B3BHOVR7QL5WL7SY/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,징역 24년,"['경제', '문제', '살해', '징역']",60,아내,남편
120,2022.02.10.,"""아들 돈 받지 말라""…말다툼 끝 아내 살해 70대, 징역 8년",http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00009&news_seq_no=4696661,징역 8년,"['아들', '말다툼', '살해', '징역']",70,아내,남편
121,2022.02.06.,억대 빚 생겨 11살 딸 살해 후 극단적 선택 시도…30대 아버지에 '징역 12년',http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00009&news_seq_no=4693971,징역 12년,"['억대', '살해', '극단', '선택', '시도', '징역']",30,자녀,아버지
122,2022.02.16.,"장검으로 아내 살해한 50대 男, 1심서 징역 20년 선고…“장인 앞에서 끔찍해”",https://www.etoday.co.kr/news/view/2106480,징역 20년,"['장검', '살해', '징역', '선고', '장인']",50,아내,남편
123,2022.02.09.,'암투병 친구' 부탁 받고 살해한 40대 여성… 항소심서 징역 1년으로 감형,http://moneys.mt.co.kr/news/mwView.php?no=2022020915238033454,징역 1년,"['암투', '부탁', '살해', '항소심', '징역', '감형']",40,친구,여성
124,2022.02.10.,"암투병 지인 ""제발 죽여달라"" 부탁에…살해 저지른 40대女, 항소심서 감형",https://news.imaeil.com/page/view/2022021017235751525,,"['암투', '제발', '달라', '부탁', '살해', '항소심', '감형']",40,지인,지인
125,2022.02.11.,결혼 한 달 만에 배우자 살해한 50대 징역 선고,http://www.chungnamilbo.co.kr/news/articleView.html?idxno=646839,,"['결혼', '살해', '징역', '선고']",50,배우자,배우자
126,2022.02.10.,다툼 끝에 흥분해 아내 살해한 70대...2심도 징역 8년,https://www.ajunews.com/view/20220210092336385,징역 8년,"['다툼', '살해', '징역']",70,아내,남편
127,2022.02.16.,장인 앞에서 장검으로 아내 살해한 50대···1심 징역 20년 선고,http://www.jeonmae.co.kr/news/articleView.html?idxno=873859,징역 20년,"['장인', '장검', '살해', '징역', '선고']",50,아내,남편
128,2022.02.10.,돈 문제로 아내 살해한 뒤 심신미약 주장 60대 징역24년 선고,https://www.news1.kr/articles/?4580985,징역24년,"['문제', '살해', '심신', '미약', '주장', '징역', '선고']",60,아내,남편
129,2022.02.11.,이유도 없이…혼인신고 한 달 만에 아내 살해한 50대 중형,http://news.kmib.co.kr/article/view.asp?arcid=0016761332&code=61121111&cp=nv,,"['이유', '혼인신고', '살해', '중형']",50,아내,남편
130,2022.02.11.,차량값 요구한 지인 살해 60대 항소심도 징역 12년,http://www.kwnews.co.kr/nview.asp?aid=222021000095,징역 12년,"['차량', '요구', '살해', '항소심', '징역']",60,지인,지인
131,2022.02.16.,장인 앞에서 일본도로 아내 살해한 40대男 '징역 20년',https://www.dailian.co.kr/news/view/1083884/?sc=Naver,징역 20년,"['장인', '일본도', '살해', '징역']",40,아내,남편
132,2022.02.08.,[Pick] 20년지기 친구의 '힘든 부탁'… 촉탁살해 40대 항소심서 감형,https://news.sbs.co.kr/news/endPage.do?news_id=N1006632951&plink=ORI&cooper=NAVER,,"['부탁', '촉탁', '살해', '항소심', '감형']",40,친구,친구
133,2022.02.03.,빚 압박에 부모 살해하려 한 40대‥어머니 선처로 2심서 '징역 7년' 감형,https://imnews.imbc.com/news/2022/society/article/6338175_35673.html,징역 7년,"['압박', '살해', '선처', '징역', '감형']",40,부모,어머니
134,2022.02.09.,"""차 공짜로 줄게""→""돈 줘"" 돌변한 지인 살해한 60대 12년형",http://yna.kr/AKR20220209144300062?did=1195m,,"['공짜', '돌변', '살해']",60,지인,지인
135,2022.02.10.,"아내 살해한 70대 2심도 징역 8년…""형량 무겁지 않아""",http://www.hg-times.com/news/articleView.html?idxno=238300,징역 8년,"['살해', '징역', '형량']",70,아내,남편
136,2022.02.07.,"""먼저 맞은 건 나""…친구 살해 50대 남, 항소에도 '징역 35년'",https://www.news1.kr/articles/?4575555,징역 35년,"['먼저', '살해', '항소', '징역']",50,친구,친구
137,2022.02.11.,"암투병 친구 ""제발 죽여달라""…살해한 40대 여성 감형",https://www.sedaily.com/NewsView/2623LDY5OB,,"['암투', '제발', '달라', '살해', '감형']",40,친구,여성
138,2022.02.15.,'여친 둔기살해·암매장' 40대男…여친 엄마 돈으로 도박 탕진했었다,http://www.nbntv.co.kr/news/articleView.html?idxno=955096,,"['둔기', '살해', '암매장', '엄마', '도박', '탕진']",40,여친,여친
139,2022.02.13.,아내 살해 50대 항소심서도 중형,http://www.ggilbo.com/news/articleView.html?idxno=895753,,"['살해', '항소심', '서도', '중형']",50,아내,남편
140,2022.02.10.,경제적 문제로 다투다 아내 살해한 뒤 극단적 선택 시도한 60대 징역 24년,http://www.kwnews.co.kr/nview.asp?aid=222020900178,징역 24년,"['경제', '문제', '살해', '극단', '선택', '시도', '징역']",60,아내,남편
141,2022.02.09.,'공짜차 주고 돈 요구'지인 살해한 60대 12년형,http://www.kado.net/news/articleView.html?idxno=1112183,,"['공짜', '요구', '살해']",60,지인,지인
142,2022.02.08.,술김에 친구 살해→방화→이웃까지 숨지게 한 50대 '징역 35년',http://www.inews24.com/view/1449443,징역 35년,"['술김', '살해', '방화', '징역']",50,친구,이웃
143,2022.02.03.,"부모 살해미수 '인면수심' 40대, 징역 10년→7년...이유는",https://www.ajunews.com/view/20220203091225059,징역 10년,"['살해', '미수', '인면수', '징역', '이유']",40,부모,자식
144,2022.02.11.,원주서 아내 살해 후 극단선택 시도한 60대 중형,http://www.kado.net/news/articleView.html?idxno=1112481,,"['원주', '살해', '극단', '선택', '시도', '중형']",60,아내,남편
145,2022.02.04.,빚 독촉 시달리자 부모 살해 시도…자신도 목숨 끊으려 한 40대,http://www.segye.com/content/html/2022/02/03/20220203505599.html?OutUrl=naver,,"['독촉', '살해', '시도', '자신', '목숨']",40,부모,자식
146,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
147,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
148,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
149,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
150,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
151,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
152,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
153,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
154,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
155,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
156,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
157,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
158,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
159,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
160,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
161,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
162,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
163,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
164,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
165,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
166,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
167,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
168,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
169,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
170,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
171,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
172,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
173,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
174,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
175,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
176,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
177,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
178,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
179,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
180,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
181,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
182,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
183,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
184,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
185,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
186,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
187,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
188,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
189,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
190,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
191,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
192,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
193,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
194,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
195,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
196,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
197,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
198,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
199,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
200,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
201,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
202,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
203,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
204,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
205,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
206,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
207,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
208,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
209,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
210,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
211,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
212,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
213,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
214,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
215,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
216,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
217,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
218,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
219,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
220,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
221,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
222,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
223,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
224,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
225,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
226,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
227,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
228,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
229,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
230,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
231,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
232,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
233,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
234,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
235,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
236,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
237,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
238,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
239,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
240,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
241,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
242,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
243,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
244,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
245,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
246,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
247,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
248,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
249,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
250,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
251,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
252,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
253,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
254,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
255,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
256,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
257,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
258,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
259,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
260,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
261,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
262,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
263,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
264,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
265,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
266,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
267,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
268,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
269,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
270,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
271,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
272,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
273,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
274,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
275,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
276,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
277,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
278,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
279,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
280,2022.04.27.,강서 60대 여성 살해 40대 이웃 남성 구속,https://www.news1.kr/articles/?4663183,,"['강서', '살해', '남성', '구속']",40,여성,이웃
